name,team,position,overall_rating,age,college,awareness_rating,throw_power_rating,kick_return_rating,lead_block_rating,strength_rating,b_c_vision_rating,catch_in_traffic_rating,play_action_rating,pursuit_rating,plyr_assetname,medium_route_running_rating,catching_rating,acceleration_rating,spin_move_rating,height,finesse_moves_rating,spectacular_catch_rating,run_block_rating,tackle_rating,injury_rating,zone_coverage_rating,weight,plyr_birthdate,running_style_rating,deep_route_running_rating,first_name,years_pro,total_salary,trucking_rating,throw_accuracy_short_rating,juke_move_rating,play_recognition_rating,short_route_running_rating,status,last_name,jersey_num,break_sack_rating,speed_rating,run_block_power_rating,jumping_rating,toughness_rating,throw_on_the_run_rating,man_coverage_rating,stiff_arm_rating,power_moves_rating,iteration,release_rating,hit_power_rating,throw_accuracy_mid_rating,kick_accuracy_rating,pass_block_power_rating,impact_blocking_rating,stamina_rating,carrying_rating,break_tackle_rating,plyr_portrait,kick_power_rating,plyr_handedness,throw_under_pressure_rating,signing_bonus,pass_block_rating,change_of_direction_rating,press_rating,throw_accuracy_deep_rating,archetype,block_shedding_rating,run_block_finesse_rating,team_id,agility_rating,pass_block_finesse_rating,primary_key
Tristan Wirfs,Buccaneers,RT,91,23,Iowa,94,11,10,90,90,22,15,6,30,WirfsTristan_20971,5,37,78,13,77,10,15,87,38,92,13,345,1/24/99,Long Stride Loose,5,Tristan,2,2000000,36,6,16,17,15,published,Wirfs,78,12,77,86,87,93,6,12,34,10,launch-ratings,15,38,6,12,91,89,93,36,20,681,15,Right,10,14230000,91,58,10,6,OT_PassProtector,25,89,6,64,92,20971
Alvin Kamara,Saints,HB,90,27,Tennessee,90,41,83,41,77,91,74,26,34,KamaraAlvin_12551,76,76,94,85,70,48,75,41,29,93,24,215,7/25/95,Default,68,Alvin,5,48920000,87,34,91,18,82,published,Kamara,41,24,89,29,92,85,33,18,91,31,launch-ratings,78,33,31,16,27,39,93,92,90,8617,21,Right,15,21370000,55,89,17,23,HB_ElusiveBack,29,28,27,92,23,12551
Amari Cooper,Browns,WR,90,28,Alabama,93,45,77,35,68,89,88,6,39,CooperAmari_2435,91,95,88,86,73,10,90,53,25,87,25,210,6/17/94,Default Stride Loose,90,Amari,7,41120000,62,25,90,20,90,published,Cooper,2,28,91,36,91,94,15,15,72,10,launch-ratings,90,15,15,21,20,54,92,72,78,7060,25,Right,20,11340000,35,93,18,10,WR_DeepThreat,35,33,5,94,20,2435
Chandler Jones,Raiders,ROLB,90,32,Syracuse,92,20,10,26,87,10,15,6,97,JonesChandler_11295,5,49,79,34,77,91,25,45,89,84,42,265,2/27/90,Long Stride Loose,5,Chandler,10,1500000,35,6,41,89,15,published,Jones,55,12,77,45,85,88,6,37,45,94,launch-ratings,15,84,6,15,45,87,93,47,10,5281,25,Right,13,45110000,45,69,33,6,OLB_PowerRusher,79,45,23,80,45,11295
Darius Leonard,Colts,LOLB,90,27,S.C. State,92,19,10,25,78,48,52,6,98,LeonardDarius_13130,5,76,88,46,74,64,51,45,94,93,64,215,7/27/95,Long Stride Default,5,Darius,4,81880000,36,6,56,95,15,published,Leonard,53,12,86,45,90,89,6,62,63,59,launch-ratings,15,86,6,15,45,85,92,58,36,8971,21,Right,13,20840000,45,78,49,6,OLB_RunStopper,80,45,10,83,45,13130
DeForest Buckner,Colts,DT,90,28,Oregon,96,22,11,38,91,38,18,6,92,BucknerDeForest_17542,6,40,76,23,79,91,21,45,89,95,42,295,3/17/94,Long Stride Loose,3,DeForest,6,52000000,45,6,28,95,14,published,Buckner,99,12,72,44,80,92,6,33,33,82,launch-ratings,17,87,6,19,46,88,88,44,13,7920,20,Right,17,44380000,46,66,22,6,DT_SpeedRusher,87,45,10,82,44,17542
DeMarcus Lawrence,Cowboys,LE,90,30,Boise State,93,25,10,13,88,43,24,6,93,LawrenceDeMarcus_11079,8,33,85,32,75,91,25,45,88,84,50,265,4/28/92,Default,4,DeMarcus,8,28000000,45,6,42,96,15,published,Lawrence,90,12,80,45,83,95,6,39,42,85,launch-ratings,20,84,6,19,45,85,84,42,25,6487,19,Right,14,28000000,45,69,44,6,DE_RunStopper,89,45,11,80,45,11079
Harrison Smith,Vikings,SS,90,33,Notre Dame,89,25,10,23,73,60,59,10,91,SmithHarrison_11440,13,83,90,61,74,50,71,35,80,95,88,214,2/2/89,Default,10,Harrison,10,45430000,61,10,54,89,15,published,Smith,22,10,87,35,85,84,10,76,35,66,launch-ratings,12,93,10,20,35,70,93,66,39,5485,25,Left,23,29340000,35,83,77,10,S_RunSupport,73,35,31,91,35,11440
Jamal Adams,Seahawks,SS,90,26,LSU,87,25,35,26,78,55,52,15,90,AdamsJamal_12524,25,68,91,55,73,61,61,35,77,87,89,213,10/17/95,Default Stride Loose,20,Jamal,5,48000000,45,15,65,90,35,published,Adams,33,20,90,35,81,92,15,76,40,71,launch-ratings,12,95,10,25,35,75,91,60,25,8463,25,Right,17,32440000,35,88,63,10,S_RunSupport,69,35,28,86,35,12524
Jason Kelce,Eagles,C,90,34,Cincinnati,93,22,10,95,85,10,15,6,58,KelceJason_10690,5,40,75,10,75,35,15,96,57,94,32,295,11/5/87,Default Stride Awkward,5,Jason,11,1120000,10,6,10,40,15,published,Kelce,62,12,75,93,75,96,6,25,10,45,launch-ratings,15,55,6,22,82,89,87,40,14,4406,18,Right,12,6930000,84,59,10,6,C_Agile,55,96,13,73,86,10690
JC Jackson,Chargers,CB,90,26,Maryland,93,36,45,18,66,57,55,6,70,JacksonJC_13406,20,82,92,69,70,45,72,35,50,92,87,198,11/17/95,Short Stride Loose,12,JC,4,57510000,45,6,70,94,30,published,Jackson,27,10,92,35,85,88,6,95,35,36,launch-ratings,30,49,6,14,35,51,92,61,48,8937,16,Right,10,25000000,35,88,83,6,CB_Slot,47,35,8,86,35,13406
Jessie Bates III,Bengals,FS,90,25,Wake Forest,95,25,78,20,58,74,63,10,87,BatesIIIJessie_13202,15,77,90,69,73,37,66,35,72,92,89,200,2/26/97,Default,10,Jessie,4,12910000,41,10,78,94,20,published,Bates III,30,10,89,35,85,84,10,82,36,25,launch-ratings,13,83,10,12,35,57,95,69,48,8815,18,Right,23,0,35,85,66,10,S_Zone,44,35,2,89,35,13202
Joe Burrow,Bengals,QB,90,25,LSU,92,87,10,20,68,83,19,83,38,BurrowJoe_20948,19,40,86,68,76,10,26,15,36,88,33,221,12/10/96,Long Stride Default,15,Joe,2,2000000,57,97,69,27,28,published,Burrow,9,88,83,30,74,97,89,29,49,10,launch-ratings,18,29,97,17,25,29,92,60,69,198,21,Right,92,34200000,15,80,25,86,QB_FieldGeneral,30,20,2,82,15,20948
Joel Bitonio,Browns,LG,90,30,Nevada,94,16,10,90,87,25,15,6,19,BitonioJoel_10831,5,28,72,10,76,10,15,90,30,95,20,320,10/11/91,Long Stride High and Tight,5,Joel,8,39420000,28,6,10,28,15,published,Bitonio,75,12,71,86,78,94,6,12,10,10,launch-ratings,15,31,6,21,88,87,91,40,12,6346,24,Right,16,16500000,89,54,10,6,G_Agile,10,92,5,72,90,10831
Jordan Poyer,Bills,SS,90,31,Oregon State,91,30,65,12,66,60,45,6,86,PoyerJordan_12280,25,74,91,65,72,54,68,35,75,92,94,191,4/25/91,Short Stride Loose,20,Jordan,9,8850000,25,6,66,90,35,published,Poyer,21,15,88,35,79,84,6,80,15,46,launch-ratings,15,68,6,25,35,57,93,65,30,6322,25,Right,19,14700000,35,85,80,6,S_Zone,62,35,3,87,35,12280
Justin Tucker,Ravens,K,90,32,Texas,77,28,10,12,40,10,27,20,15,TuckerJustin_11814,17,52,78,10,73,10,68,12,13,95,12,183,11/21/89,Default Stride Awkward,13,Justin,10,9130000,10,35,10,10,22,published,Tucker,9,15,73,12,41,62,23,12,10,10,launch-ratings,12,12,30,99,17,12,85,35,5,6131,99,Right,26,16020000,17,56,10,25,KP_Accurate,13,12,25,63,17,11814
Marlon Humphrey,Ravens,CB,90,26,Alabama,89,22,62,20,74,68,52,6,70,HumphreyMarlon_12544,11,70,94,61,72,42,60,35,69,88,89,197,7/8/96,Short Stride Default,10,Marlon,5,70990000,29,6,76,87,15,published,Humphrey,44,16,92,35,85,79,6,92,36,33,launch-ratings,15,78,6,25,35,60,93,62,56,8595,30,Right,10,40520000,35,90,92,6,CB_MantoMan,56,35,25,87,35,12544
Michael Thomas,Saints,WR,90,29,Ohio State,89,24,25,25,77,89,96,6,19,ThomasMichael_17552,88,93,91,78,75,11,96,52,27,87,18,212,3/3/93,Default,87,Michael,6,41240000,59,15,87,16,89,published,Thomas,13,23,87,38,91,99,10,16,82,11,launch-ratings,94,15,10,22,15,45,96,78,82,8231,23,Right,22,50810000,40,89,16,6,WR_Physical,22,31,27,89,14,17552
Ronnie Stanley,Ravens,LT,90,28,Notre Dame,92,22,9,87,90,15,22,6,29,StanleyRonnie_17545,9,24,69,13,78,14,20,92,31,85,13,315,3/18/94,Default Stride Awkward,6,Ronnie,6,49000000,27,6,22,18,19,published,Stanley,79,12,65,89,71,76,6,11,19,18,launch-ratings,22,42,6,17,91,85,88,32,8,8225,20,Right,16,62610000,92,57,9,6,OT_PassProtector,27,94,25,70,93,17545
Ryan Jensen,Buccaneers,C,90,31,CSU-Pueblo,98,10,11,92,90,15,15,6,39,JensenRyan_12315,5,35,62,10,76,20,15,93,48,97,12,319,5/27/91,Long Stride Awkward,5,Ryan,9,21500000,32,6,10,15,15,published,Jensen,66,12,62,88,64,98,6,12,10,20,launch-ratings,15,31,6,10,85,95,92,26,9,6871,13,Right,11,12500000,85,56,10,6,C_Agile,36,95,6,62,86,12315
Tyler Lockett,Seahawks,WR,90,29,Kansas State,88,30,96,25,50,93,87,6,30,LockettTyler_2448,88,95,92,88,70,10,91,51,25,96,25,182,9/28/92,Default Stride Loose,88,Tyler,7,47700000,38,15,93,15,86,published,Lockett,16,27,93,34,85,89,10,10,38,10,launch-ratings,85,12,10,25,17,45,89,73,83,7214,30,Right,23,36250000,30,93,10,6,WR_Playmaker,25,29,28,96,15,2448
A.J. Terrell Jr,Falcons,CB,89,23,Clemson,88,22,40,19,60,67,55,6,75,TerrellAJ_21002,26,70,92,66,73,43,62,35,56,91,95,195,9/23/98,Default Stride Loose,20,A.J.,2,2000000,35,6,75,91,31,published,Terrell Jr,24,15,92,35,83,83,6,90,47,28,launch-ratings,38,56,6,12,35,50,92,58,58,610,19,Right,13,12300000,35,90,90,6,CB_Zone,49,35,14,89,35,21002
Aaron Jones,Packers,HB,89,27,UTEP,88,30,55,44,71,89,57,15,35,JonesAaron_12748,64,76,93,84,69,10,59,25,20,86,20,208,12/2/94,Default,60,Aaron,5,35000000,84,35,94,18,70,published,Jones,33,18,90,15,89,89,15,15,86,10,launch-ratings,63,24,30,20,36,42,91,90,87,8609,21,Right,12,13000000,60,90,20,20,HB_ElusiveBack,23,15,20,93,32,12748
Chris Godwin,Buccaneers,WR,89,26,Penn State,90,33,48,23,72,86,92,6,32,GodwinChris_12614,90,93,92,74,73,10,89,55,27,90,25,205,2/27/96,Default Stride High and Tight,84,Chris,5,41250000,76,20,82,20,91,published,Godwin,14,22,90,23,88,90,15,15,76,10,launch-ratings,86,33,15,21,20,43,94,71,79,8567,25,Right,24,11250000,57,89,18,10,WR_Slot,28,16,6,90,20,12614
D.K. Metcalf,Seahawks,WR,89,24,Ole Miss,92,34,40,27,79,86,89,10,34,MetcalfDK_20353,82,92,94,71,75,10,97,52,33,94,29,235,12/14/97,Long Stride Default,84,D.K.,3,5890000,77,18,82,19,84,published,Metcalf,14,29,95,34,97,96,10,15,86,10,launch-ratings,88,30,13,13,23,48,88,77,87,9569,18,Right,19,1550000,42,83,15,10,WR_Physical,38,30,28,84,18,20353
Dak Prescott,Cowboys,QB,89,29,Mississippi St.,89,89,13,29,75,86,20,90,33,PrescottDak_17567,17,42,82,51,74,9,20,39,42,95,18,238,7/29/93,Default,15,Dak,6,66600000,74,91,75,21,18,published,Prescott,4,92,82,38,79,97,90,12,65,9,launch-ratings,19,40,90,22,14,39,95,68,75,8179,26,Right,93,54390000,21,83,9,92,QB_Improviser,29,35,11,83,18,17567
Deebo Samuel,49ers,WR,89,26,South Carolina,98,44,85,25,80,98,88,23,48,SamuelDeebo_20348,86,87,94,85,71,11,92,53,46,88,29,215,1/15/96,Default,81,Deebo,3,5850000,82,32,92,34,89,published,Samuel,19,30,92,26,94,92,34,21,88,11,launch-ratings,89,39,27,12,21,46,95,71,91,9618,15,Right,25,4230000,38,89,16,21,WR_Playmaker,43,21,15,90,16,20348
Kendall Fuller,Commanders,CB,89,27,Virginia Tech,92,27,60,10,67,70,61,6,80,FullerKendall_17668,16,71,92,63,71,37,68,17,69,87,89,198,2/13/95,Short Stride High and Tight,11,Kendall,6,27000000,28,6,78,92,26,published,Fuller,29,17,90,33,87,87,6,91,29,30,launch-ratings,27,58,6,17,33,50,92,63,57,8013,18,Right,12,13010000,10,89,83,6,CB_MantoMan,61,34,26,89,34,17668
Kenny Clark,Packers,DT,89,26,UCLA,94,23,9,36,96,27,22,6,86,ClarkKenny_17661,5,24,75,17,75,69,24,45,85,91,38,314,10/4/95,Long Stride Loose,3,Kenny,6,35510000,35,6,24,95,13,published,Clark,97,12,68,46,71,92,6,33,27,83,launch-ratings,15,82,6,17,44,88,85,34,14,7947,17,Right,18,23160000,44,58,13,6,DT_RunStopper,91,45,20,63,45,17661
Minkah Fitzpatrick,Steelers,FS,89,25,Alabama,90,15,68,18,64,81,59,6,85,FitzpatrickMinkah_13084,23,74,93,69,73,50,62,35,69,94,88,207,11/17/96,Short Stride Loose,18,Minkah,4,66720000,47,6,79,87,28,published,Fitzpatrick,39,18,91,35,90,88,6,80,55,38,launch-ratings,29,81,6,13,35,63,93,66,58,8887,15,Left,16,17500000,35,88,75,6,S_Zone,60,35,29,92,35,13084
Rashan Gary,Packers,LOLB,89,24,Michigan,94,23,10,15,83,27,18,6,86,GaryRashan_20551,10,30,89,24,77,79,16,45,87,91,49,277,12/3/97,Long Stride Default,6,Rashan,3,12890000,24,6,33,91,14,published,Gary,52,12,86,45,89,84,6,39,30,91,launch-ratings,14,78,6,10,45,79,82,32,20,9467,10,Right,14,13880000,45,70,30,6,OLB_PowerRusher,82,45,20,79,45,20551
Rodney Hudson,Cardinals,C,89,33,Florida State,87,12,10,89,90,10,15,6,35,HudsonRodney_10688,5,34,66,10,74,30,15,83,45,91,14,315,7/12/89,Default Stride Awkward,5,Rodney,11,17250000,20,6,10,15,15,published,Hudson,61,12,59,84,65,97,6,12,10,30,launch-ratings,15,20,6,15,92,91,85,40,25,4391,11,Right,16,3500000,91,44,10,6,C_PassProtector,41,82,7,59,90,10688
Roquan Smith,Bears,ROLB,89,25,Georgia,86,25,10,22,80,41,40,10,91,SmithRoquan_13082,12,68,91,31,72,60,39,45,96,92,80,230,4/8/97,Default Stride Loose,11,Roquan,4,16700000,39,10,47,86,13,published,Smith,58,12,88,45,81,95,13,72,35,68,launch-ratings,22,87,8,22,45,84,92,54,36,9061,14,Right,10,11520000,45,82,56,6,OLB_PassCoverage,75,45,1,88,45,13082
Ryan Ramczyk,Saints,RT,89,28,Wisconsin,91,16,10,89,90,17,30,6,42,RamczykRyan_12533,15,39,56,13,78,30,25,91,38,89,12,314,4/22/94,Default Stride Awkward,7,Ryan,5,70510000,26,6,26,28,25,published,Ramczyk,71,12,61,92,76,94,6,12,28,40,launch-ratings,32,40,6,23,90,89,90,43,11,8694,21,Right,14,37200000,89,54,10,6,OT_Power,37,90,27,68,88,12533
T.J. Hockenson,Lions,TE,89,25,Iowa,92,28,10,57,80,77,87,10,56,HockensonTJ_20518,78,95,87,59,77,46,87,66,46,88,37,251,7/3/97,Long Stride Default,71,T.J.,3,11400000,68,20,65,34,80,published,Hockenson,88,17,83,63,89,89,10,27,74,37,launch-ratings,78,51,15,34,59,66,90,81,66,9503,38,Right,15,17820000,61,79,26,10,TE_VerticalThreat,47,65,19,84,56,20518
Wyatt Teller,Browns,RG,89,27,Virginia Tech,95,40,10,93,93,27,29,22,40,TellerWyatt_13208,18,36,64,26,76,37,27,90,50,91,10,314,11/21/94,Long Stride Loose,12,Wyatt,4,44350000,44,27,28,31,22,published,Teller,77,35,64,89,72,90,26,9,19,42,launch-ratings,18,43,24,12,85,91,91,40,28,9076,18,Right,27,14650000,84,52,10,19,G_Power,45,91,5,68,83,13208
Xavien Howard,Dolphins,CB,89,29,Baylor,91,27,56,15,65,66,77,6,83,HowardXavien_17709,16,84,94,69,73,36,83,14,65,90,89,198,7/4/93,Short Stride Loose,11,Xavien,6,44300000,26,6,76,92,26,published,Howard,25,13,90,33,92,88,6,89,29,32,launch-ratings,27,53,6,17,33,46,94,64,63,8061,18,Right,16,46870000,10,86,92,6,CB_MantoMan,61,34,12,87,34,17709
Adam Thielen,Vikings,WR,88,32,Minnesota State,91,50,67,25,67,90,93,29,29,ThielenAdam_2280,87,93,92,81,74,10,98,52,32,87,16,200,8/22/90,Default Stride Loose,85,Adam,9,26200000,51,46,85,25,88,published,Thielen,19,22,89,36,92,87,33,10,63,10,launch-ratings,87,15,37,35,25,45,90,73,79,6913,34,Right,29,27100000,35,83,15,32,WR_Slot,32,33,31,90,20,2280
Adrian Amos,Packers,SS,88,29,Penn State,93,30,35,18,72,59,55,15,84,AmosAdrian_2599,10,71,91,55,72,47,61,35,73,94,86,214,4/29/93,Default,10,Adrian,7,2020000,40,15,64,91,20,published,Amos,31,15,91,35,85,77,15,77,44,42,launch-ratings,15,86,10,25,35,63,93,65,39,6996,25,Right,17,5260000,35,86,78,10,S_Zone,65,35,20,82,35,2599
Austin Ekeler,Chargers,HB,88,27,Western Colorado,93,28,68,49,82,85,65,15,40,EkelerAustin_12948,72,79,92,89,70,10,68,38,32,88,20,200,5/17/95,Default,66,Austin,5,11750000,76,27,89,12,79,published,Ekeler,30,26,91,32,89,87,18,15,72,10,launch-ratings,74,20,20,15,26,47,95,88,85,9179,22,Right,17,12750000,57,86,20,16,HB_ElusiveBack,11,30,8,92,22,12948
D.J. Moore,Panthers,WR,88,25,Maryland,89,43,80,20,66,92,86,15,36,MooreDJ_13184,86,87,93,82,72,10,89,56,30,95,24,210,4/14/97,Short Stride Loose,84,D.J.,4,53490000,70,33,94,22,87,published,Moore,2,23,93,30,94,92,23,18,83,10,launch-ratings,86,18,27,13,22,41,93,73,87,8995,18,Right,22,19520000,30,89,29,20,WR_Playmaker,22,24,21,92,25,13184
Danielle Hunter,Vikings,LOLB,88,27,LSU,91,15,10,14,82,35,10,6,91,HunterDanielle_2540,3,36,90,55,77,92,12,45,83,85,42,263,10/29/94,Default Stride Loose,2,Danielle,7,30280000,44,6,40,86,10,published,Hunter,99,12,87,45,88,81,6,25,28,84,launch-ratings,12,74,6,11,45,84,78,46,24,7179,15,Right,12,35620000,45,71,10,6,OLB_SpeedRusher,85,45,31,85,45,2540
Eric Kendricks,Vikings,MLB,88,30,UCLA,93,24,10,22,76,49,48,6,88,KendricksEric_2559,5,73,90,35,72,61,69,45,86,87,83,232,2/29/92,Default Stride Loose,5,Eric,7,38360000,43,6,44,91,15,published,Kendricks,54,12,85,45,88,85,6,73,35,51,launch-ratings,25,85,6,14,45,80,92,60,27,7200,19,Right,10,13250000,45,80,59,6,MLB_FieldGeneral,82,45,31,81,45,2559
Ezekiel Elliott,Cowboys,HB,88,27,Ohio State,89,35,63,67,80,91,62,29,48,ElliottEzekiel_17547,61,70,91,86,72,21,60,48,59,97,19,228,7/22/95,Short Stride High and Tight,56,Ezekiel,6,50700000,86,30,92,20,68,published,Elliott,21,20,89,34,95,98,29,14,87,16,launch-ratings,60,42,22,20,38,64,96,91,83,7993,21,Right,23,39740000,66,86,16,20,HB_ElusiveBack,32,33,11,91,33,17547
Fletcher Cox,Eagles,DT,88,31,Mississippi St.,87,19,10,41,94,25,15,6,87,CoxFletcher_11297,7,32,80,30,76,69,15,45,91,93,38,310,12/13/90,Long Stride Loose,3,Fletcher,10,3000000,42,6,25,91,15,published,Cox,91,12,76,45,66,86,6,24,47,85,launch-ratings,15,80,6,21,45,91,85,38,10,5119,25,Right,15,5000000,45,63,10,6,DT_RunStopper,83,45,13,78,45,11297
Jeffery Simmons,Titans,RE,88,25,Mississippi St.,95,20,48,20,97,23,21,6,94,SimmonsJeffery_20549,10,27,79,28,76,77,19,45,84,90,39,301,7/28/97,Long Stride Loose,6,Jeffery,3,12750000,26,6,32,94,18,published,Simmons,98,12,73,45,76,84,6,29,23,88,launch-ratings,15,88,6,16,45,85,86,29,16,156,15,Right,10,10660000,45,62,17,6,DE_RunStopper,88,45,30,75,45,20549
Joe Thuney,Chiefs,LG,88,29,N.C. State,92,25,10,81,88,18,15,6,35,ThuneyJoe_17777,5,26,77,10,77,10,15,82,29,97,12,305,11/18/92,Default Stride Awkward,5,Joe,6,50130000,31,6,14,10,15,published,Thuney,62,12,72,81,71,94,6,12,19,10,launch-ratings,15,48,6,11,88,85,93,33,8,8235,11,Right,16,29880000,89,56,10,6,G_PassProtector,33,84,9,68,90,17777
Justin Herbert,Chargers,QB,88,24,Oregon,87,96,12,18,71,80,12,88,41,HerbertJustin_21034,13,39,87,58,78,10,18,24,36,93,18,236,3/10/98,Default,10,Justin,2,2000000,58,91,72,16,17,published,Herbert,10,79,84,19,84,88,90,11,62,10,launch-ratings,14,33,86,16,12,23,90,68,59,346,20,Right,87,24580000,17,72,14,90,QB_FieldGeneral,26,13,8,80,17,21034
Laremy Tunsil,Texans,LT,88,28,Ole Miss,94,22,9,85,92,18,22,6,29,TunsilLaremy_17541,9,26,66,13,77,14,20,81,35,88,13,316,8/2/94,Default Stride Awkward,6,Laremy,6,20530000,32,6,17,18,19,published,Tunsil,78,12,63,78,71,86,6,11,26,18,launch-ratings,22,26,6,17,91,84,87,31,12,8241,20,Right,14,55770000,90,52,9,6,OT_PassProtector,27,82,32,69,88,17541
Micah Parsons,Cowboys,ROLB,88,23,Penn State,86,30,60,20,80,68,44,6,91,ParsonsMicah_21476,36,62,94,61,75,84,47,45,86,90,63,246,5/26/99,Default Stride Loose,31,Micah,1,7300000,62,6,67,82,40,published,Parsons,11,12,91,45,85,87,6,61,58,78,launch-ratings,36,84,6,20,45,81,89,69,50,1058,20,Right,15,9780000,45,74,57,6,OLB_SpeedRusher,73,45,11,88,45,21476
Michael Pierce,Ravens,DT,88,29,Samford,86,24,9,40,94,24,14,6,87,PierceMichael_12433,5,26,80,17,72,63,16,45,86,83,26,345,11/6/92,Default Stride Awkward,3,Michael,6,10790000,52,6,23,93,13,published,Pierce,58,12,70,46,68,82,6,18,32,81,launch-ratings,15,77,6,19,44,91,74,28,17,8397,23,Right,15,5700000,44,48,13,6,DT_RunStopper,90,45,25,66,45,12433
Shaquil Barrett,Buccaneers,LOLB,88,29,Colorado St.,94,15,10,24,74,15,20,6,89,BarrettShaquil_2780,5,59,85,10,74,90,54,45,88,90,64,250,11/17/92,Default Stride Loose,5,Shaquil,8,34000000,33,6,47,91,15,published,Barrett,58,12,83,45,74,92,6,59,30,78,launch-ratings,25,81,6,24,45,84,86,47,25,7656,27,Right,12,24450000,45,70,39,6,OLB_SpeedRusher,87,45,6,82,45,2780
A.J. Brown,Eagles,WR,87,25,Ole Miss,95,41,72,33,77,95,89,16,33,BrownAJ_20495,85,88,94,82,72,10,89,56,23,86,27,226,6/30/97,Default Stride Loose,82,A.J.,3,51460000,73,34,90,15,88,published,Brown,11,40,91,37,93,90,40,18,80,10,launch-ratings,93,17,29,16,24,53,89,76,88,9397,17,Right,30,43070000,41,88,16,25,WR_Playmaker,26,31,13,87,19,20495
Antoine Winfield Jr,Buccaneers,FS,87,24,Minnesota,88,35,83,18,59,82,71,6,84,WinfieldJrAntoine_21017,20,75,91,73,69,55,73,35,68,88,90,203,8/16/98,Short Stride Default,15,Antoine,2,3990000,52,6,83,86,30,published,Winfield Jr,31,21,89,35,89,87,6,75,53,46,launch-ratings,33,86,6,20,35,60,92,67,72,680,20,Right,13,3320000,35,85,68,6,S_Zone,60,35,6,88,35,21017
Brandin Cooks,Texans,WR,87,28,Oregon State,93,34,79,20,54,88,86,6,34,CooksBrandin_10847,86,92,91,73,70,10,87,50,25,90,25,183,9/25/93,Short Stride Loose,90,Brandin,8,37470000,41,15,77,24,85,published,Cooks,13,22,93,37,85,78,10,18,44,10,launch-ratings,80,15,10,20,20,40,90,74,73,6386,21,Right,20,23490000,32,97,10,6,WR_DeepThreat,32,31,32,93,19,10847
Brandon Scherff,Jaguars,RG,87,30,Iowa,88,30,10,92,92,10,15,6,22,ScherffBrandon_2497,5,35,70,10,77,10,15,87,32,84,15,315,12/26/91,Default Stride Awkward,5,Brandon,7,35150000,25,6,10,18,15,published,Scherff,68,12,71,85,78,94,6,10,30,10,launch-ratings,15,25,6,25,86,89,88,40,9,7311,25,Right,13,15000000,85,59,10,6,G_Agile,26,90,17,71,84,2497
Byron Jones,Dolphins,CB,87,29,Connecticut,83,44,65,16,71,54,38,6,70,JonesByron_2577,17,63,94,74,72,44,63,35,73,93,88,205,9/26/92,Default Stride Bread Loaf,12,Byron,7,29250000,35,6,76,82,27,published,Jones,24,15,92,35,98,87,6,84,39,35,launch-ratings,41,60,6,21,35,61,93,59,50,7196,24,Right,17,14250000,35,91,92,6,CB_Zone,49,35,12,95,35,2577
Calais Campbell,Ravens,RE,87,36,Miami,92,35,10,19,92,20,10,6,90,CampbellCalais_28363,3,41,73,15,80,68,15,45,91,94,27,300,9/1/86,Default Stride Awkward,2,Calais,14,6900000,41,6,15,93,10,published,Campbell,93,12,71,45,82,89,6,20,45,78,launch-ratings,12,85,6,30,45,89,83,46,16,655,30,Right,14,5600000,45,63,35,6,DE_RunStopper,89,45,25,76,45,28363
Casey Hayward Jr,Falcons,CB,87,32,Vanderbilt,91,30,35,13,68,73,59,6,73,HaywardCasey_11577,12,76,89,66,71,44,68,35,63,90,95,192,9/9/89,Short Stride Loose,10,Casey,11,5500000,25,6,73,92,15,published,Hayward Jr,29,17,88,35,86,64,6,84,41,37,launch-ratings,37,51,6,24,35,53,94,55,60,5224,22,Right,18,5500000,35,91,85,6,CB_Zone,55,35,14,89,35,11577
Da'Ron Payne,Commanders,DT,87,25,Alabama,90,26,10,34,95,37,23,6,85,PayneDaRon_13104,7,45,83,23,75,60,20,45,87,97,29,319,5/27/97,Long Stride Loose,3,Da'Ron,4,14390000,43,6,27,92,15,published,Payne,94,12,76,45,71,92,6,23,39,79,launch-ratings,25,77,6,14,45,87,83,46,32,9016,17,Right,17,8560000,45,56,13,6,DT_RunStopper,84,45,26,64,45,13104
De'Vondre Campbell,Packers,MLB,87,29,Minnesota,88,24,10,18,73,41,45,6,91,CampbellDeVondre_17784,9,62,87,28,76,61,52,29,97,94,77,232,7/1/93,Default Stride High and Tight,5,De'Vondre,6,34000000,28,6,31,87,18,published,Campbell,59,12,85,45,82,85,6,69,33,48,launch-ratings,12,81,6,20,45,83,91,45,16,7935,20,Right,12,15740000,23,73,44,6,MLB_FieldGeneral,68,45,20,85,45,17784
Devin McCourty,Patriots,FS,87,35,Rutgers,93,30,74,22,62,65,45,6,82,McCourtyDevin_9925,13,80,89,75,70,45,61,35,73,97,87,195,8/13/87,Short Stride Loose,10,Devin,12,1250000,28,6,77,90,15,published,McCourty,32,14,88,35,87,77,6,82,25,35,launch-ratings,12,67,6,24,35,67,94,50,62,2043,22,Right,23,4500000,35,86,85,6,S_Zone,62,35,22,87,35,9925
Frank Ragnow,Lions,C,87,26,Arkansas,92,17,10,89,92,12,17,6,29,RagnowFrank_13110,10,23,75,10,77,10,14,87,29,87,11,308,5/17/96,Long Stride Awkward,5,Frank,4,41900000,22,6,10,21,15,published,Ragnow,77,12,72,87,80,97,6,10,10,10,launch-ratings,15,30,6,16,87,87,90,29,16,9031,19,Right,12,28620000,85,53,10,6,C_Power,27,87,19,58,84,13110
